"status","deathDate"
"civilian",2015-01-14
"civilian",2015-01-14
"civilian",2015-01-13
"civilian",2015-01-13
"civilian",2015-01-11
"civilian",2015-01-11
"civilian",2015-01-11
"civilian",2015-01-09
"civilian",2015-01-09
"civilian",2015-01-08
"civilian",2015-01-08
"civilian",2015-01-08
"civilian",2015-01-07
"civilian",2015-01-07
"civilian",2015-01-07
"civilian",2015-01-07
"civilian",2015-01-07
"civilian",2015-01-07
"civilian",2015-01-06
"civilian",2015-01-06
"civilian",2015-01-06
"civilian",2015-01-06
"civilian",2015-01-06
"civilian",2015-01-05
"civilian",2015-01-04
"civilian",2015-01-04
"civilian",2015-01-04
"civilian",2015-01-04
"civilian",2015-01-03
"civilian",2015-01-02
"civilian",2015-01-02
"civilian",2015-01-01
"civilian",2015-01-01
"civilian",2015-01-01
"civilian",2014-12-31
"civilian",2014-12-31
"civilian",2014-12-31
"civilian",2014-12-31
"civilian",2014-12-31
"civilian",2014-12-31
"civilian",2014-12-31
"civilian",2014-12-30
"civilian",2014-12-30
"civilian",2014-12-30
"civilian",2014-12-30
"civilian",2014-12-29
"civilian",2014-12-29
"civilian",2014-12-28
"civilian",2014-12-28
"civilian",2014-12-28
"civilian",2014-12-28
"civilian",2014-12-28
"civilian",2014-12-27
"civilian",2014-12-26
"civilian",2014-12-26
"civilian",2014-12-26
"civilian",2014-12-25
"civilian",2014-12-25
"civilian",2014-12-25
"civilian",2014-12-24
"civilian",2014-12-24
"civilian",2014-12-24
"civilian",2014-12-24
"civilian",2014-12-23
"civilian",2014-12-23
"civilian",2014-12-22
"civilian",2014-12-22
"civilian",2014-12-22
"civilian",2014-12-22
"civilian",2014-12-21
"civilian",2014-12-21
"civilian",2014-12-21
"civilian",2014-12-21
"civilian",2014-12-20
"civilian",2014-12-19
"civilian",2014-12-19
"civilian",2014-12-19
"civilian",2014-12-18
"civilian",2014-12-18
"civilian",2014-12-17
"civilian",2014-12-17
"civilian",2014-12-17
"civilian",2014-12-17
"civilian",2014-12-17
"civilian",2014-12-17
"civilian",2014-12-17
"civilian",2014-12-17
"civilian",2014-12-16
"civilian",2014-12-15
"civilian",2014-12-15
"civilian",2014-12-15
"civilian",2014-12-15
"civilian",2014-12-14
"civilian",2014-12-14
"civilian",2014-12-14
"civilian",2014-12-14
"civilian",2014-12-13
"civilian",2014-12-13
"civilian",2014-12-13
"civilian",2014-12-13
"civilian",2014-12-12
"civilian",2014-12-11
"civilian",2014-12-11
"civilian",2014-12-10
"civilian",2014-12-10
"civilian",2014-12-10
"civilian",2014-12-09
"civilian",2014-12-09
"civilian",2014-12-09
"civilian",2014-12-08
"civilian",2014-12-08
"civilian",2014-12-07
"civilian",2014-12-07
"civilian",2014-12-07
"civilian",2014-12-07
"civilian",2014-12-07
"civilian",2014-12-07
"civilian",2014-12-05
"civilian",2014-12-05
"civilian",2014-12-05
"civilian",2014-12-05
"civilian",2014-12-04
"civilian",2014-12-04
"civilian",2014-12-04
"civilian",2014-12-04
"civilian",2014-12-03
"civilian",2014-12-03
"civilian",2014-12-02
"civilian",2014-12-02
"civilian",2014-12-02
"civilian",2014-12-01
"civilian",2014-12-01
"civilian",2014-12-01
"civilian",2014-12-01
"civilian",2014-11-30
"civilian",2014-11-30
"civilian",2014-11-28
"civilian",2014-11-28
"civilian",2014-11-28
"civilian",2014-11-28
"civilian",2014-11-27
"civilian",2014-11-26
"civilian",2014-11-26
"civilian",2014-11-26
"civilian",2014-11-25
"civilian",2014-11-25
"civilian",2014-11-25
"civilian",2014-11-25
"civilian",2014-11-24
"civilian",2014-11-24
"civilian",2014-11-23
"civilian",2014-11-23
"civilian",2014-11-23
"civilian",2014-11-22
"civilian",2014-11-22
"civilian",2014-11-22
"civilian",2014-11-22
"civilian",2014-11-22
"civilian",2014-11-22
"civilian",2014-11-21
"civilian",2014-11-20
"civilian",2014-11-20
"civilian",2014-11-20
"civilian",2014-11-20
"civilian",2014-11-19
"civilian",2014-11-19
"civilian",2014-11-18
"civilian",2014-11-18
"civilian",2014-11-18
"civilian",2014-11-17
"civilian",2014-11-17
"civilian",2014-11-17
"civilian",2014-11-17
"civilian",2014-11-17
"civilian",2014-11-16
"civilian",2014-11-16
"civilian",2014-11-16
"civilian",2014-11-16
"civilian",2014-11-16
"civilian",2014-11-16
"civilian",2014-11-16
"civilian",2014-11-15
"civilian",2014-11-14
"civilian",2014-11-14
"civilian",2014-11-14
"civilian",2014-11-14
"civilian",2014-11-13
"civilian",2014-11-13
"civilian",2014-11-13
"civilian",2014-11-13
"civilian",2014-11-13
"civilian",2014-11-13
"civilian",2014-11-12
"civilian",2014-11-11
"civilian",2014-11-11
"civilian",2014-11-11
"civilian",2014-11-11
"civilian",2014-11-11
"civilian",2014-11-10
"civilian",2014-11-09
"civilian",2014-11-09
"civilian",2014-11-09
"civilian",2014-11-09
"civilian",2014-11-09
"civilian",2014-11-09
"civilian",2014-11-09
"civilian",2014-11-09
"civilian",2014-11-08
"civilian",2014-11-08
"civilian",2014-11-08
"civilian",2014-11-08
"civilian",2014-11-08
"civilian",2014-11-07
"civilian",2014-11-06
"civilian",2014-11-06
"civilian",2014-11-06
"civilian",2014-11-06
"civilian",2014-11-05
"civilian",2014-11-05
"civilian",2014-11-04
"civilian",2014-11-03
"civilian",2014-11-03
"civilian",2014-11-03
"civilian",2014-11-03
"civilian",2014-11-03
"civilian",2014-11-03
"civilian",2014-11-02
"civilian",2014-11-02
"civilian",2014-11-02
"civilian",2014-11-01
"civilian",2014-11-01
"civilian",2014-11-01
"civilian",2014-11-01
"civilian",2014-11-01
"civilian",2014-10-31
"civilian",2014-10-30
"civilian",2014-10-29
"civilian",NA
"civilian",2014-10-28
"civilian",2014-10-28
"civilian",2014-10-28
"civilian",2014-10-28
"civilian",2014-10-28
"civilian",2014-10-28
"civilian",2014-10-27
"civilian",2014-10-27
"civilian",2014-10-27
"civilian",2014-10-27
"civilian",2014-10-27
"civilian",2014-10-26
"civilian",2014-10-26
"civilian",2014-10-25
"civilian",2014-10-25
"civilian",2014-10-25
"civilian",2014-10-25
"civilian",2014-10-25
"civilian",2014-10-24
"civilian",2014-10-24
"civilian",2014-10-24
"civilian",2014-10-24
"civilian",2014-10-24
"civilian",2014-10-24
"civilian",2014-10-23
"civilian",2014-10-23
"civilian",2014-10-23
"civilian",2014-10-23
"civilian",2014-10-23
"civilian",2014-10-22
"civilian",2014-10-22
"civilian",2014-10-21
"civilian",2014-10-20
"civilian",2014-10-20
"civilian",2014-10-20
"civilian",2014-10-20
"civilian",2014-10-20
"civilian",2014-10-18
"civilian",2014-10-18
"civilian",2014-10-18
"civilian",2014-10-18
"civilian",2014-10-17
"civilian",2014-10-17
"civilian",2014-10-17
"civilian",2014-10-16
"civilian",2014-10-13
"civilian",2014-10-13
"civilian",2014-10-13
"civilian",2014-10-12
"civilian",2014-10-12
"civilian",2014-10-12
"civilian",2014-10-12
"civilian",2014-10-12
"civilian",2014-10-12
"civilian",2014-10-11
"civilian",2014-10-11
"civilian",2014-10-11
"civilian",2014-10-10
"civilian",2014-10-10
"civilian",2014-10-10
"civilian",2014-10-09
"civilian",2014-10-09
"civilian",2014-10-08
"civilian",2014-10-08
"civilian",2014-10-08
"civilian",2014-10-08
"civilian",2014-10-07
"civilian",2014-10-07
"civilian",2014-10-07
"civilian",2014-10-07
"civilian",2014-10-07
"civilian",2014-10-07
"civilian",2014-10-06
"civilian",2014-10-05
"civilian",2014-10-04
"civilian",2014-10-04
"civilian",2014-10-04
"civilian",2014-10-04
"civilian",2014-10-03
"civilian",2014-10-03
"civilian",2014-10-03
"civilian",2014-10-02
"civilian",2014-10-02
"civilian",2014-10-01
"civilian",2014-10-01
"civilian",2014-10-01
"civilian",2014-09-30
"civilian",2014-09-30
"civilian",2014-09-30
"civilian",2014-09-30
"civilian",2014-09-30
"civilian",2014-09-29
"civilian",2014-09-29
"civilian",2014-09-28
"civilian",2014-09-28
"civilian",2014-09-28
"civilian",2014-09-27
"civilian",2014-09-27
"civilian",2014-09-27
"civilian",2014-09-27
"civilian",2014-09-26
"civilian",2014-09-26
"civilian",2014-09-25
"civilian",2014-09-25
"civilian",2014-09-24
"civilian",2014-09-24
"civilian",2014-09-23
"civilian",2014-09-23
"civilian",2014-09-23
"civilian",2014-09-23
"civilian",2014-09-23
"civilian",2014-09-23
"civilian",2014-09-23
"civilian",2014-09-22
"civilian",2014-09-22
"civilian",2014-09-21
"civilian",2014-09-21
"civilian",2014-09-20
"civilian",2014-09-20
"civilian",2014-09-20
"civilian",2014-09-19
"civilian",2014-09-19
"civilian",2014-09-19
"civilian",2014-09-19
"civilian",2014-09-18
"civilian",2014-09-18
"civilian",2014-09-18
"civilian",2014-09-17
"civilian",2014-09-17
"civilian",2014-09-16
"civilian",2014-09-16
"civilian",2014-09-16
"civilian",2014-09-15
"civilian",2014-09-15
"civilian",2014-09-14
"civilian",2014-09-14
"civilian",2014-09-14
"civilian",2014-09-14
"civilian",2014-09-13
"civilian",2014-09-13
"civilian",2014-09-13
"civilian",2014-09-13
"civilian",2014-09-12
"civilian",2014-09-12
"civilian",2014-09-12
"civilian",2014-09-11
"civilian",2014-09-11
"civilian",2014-09-11
"civilian",2014-09-09
"civilian",2014-09-09
"civilian",2014-09-08
"civilian",2014-09-08
"civilian",2014-09-08
"civilian",2014-09-08
"civilian",2014-09-08
"civilian",2014-09-08
"civilian",2014-09-07
"civilian",2014-09-06
"civilian",2014-09-05
"civilian",2014-09-05
"civilian",2014-09-03
"civilian",2014-09-03
"civilian",2014-09-03
"civilian",2014-09-03
"civilian",2014-09-03
"civilian",2014-09-02
"civilian",2014-09-02
"civilian",2014-09-02
"civilian",2014-09-01
"civilian",2014-09-01
"civilian",2014-08-31
"civilian",2014-08-31
"civilian",2014-08-31
"civilian",2014-08-31
"civilian",2014-08-30
"civilian",2014-08-30
"civilian",2014-08-30
"civilian",2014-08-30
"civilian",2014-08-29
"civilian",2014-08-29
"civilian",2014-08-29
"civilian",2014-08-29
"civilian",2014-08-29
"civilian",2014-08-28
"civilian",2014-08-28
"civilian",2014-08-28
"civilian",2014-08-28
"civilian",2014-08-27
"civilian",2014-08-27
"civilian",2014-08-27
"civilian",2014-08-27
"civilian",2014-08-27
"civilian",2014-08-26
"civilian",2014-08-26
"civilian",2014-08-26
"civilian",2014-08-26
"civilian",2014-08-25
"civilian",2014-08-25
"civilian",2014-08-25
"civilian",2014-08-25
"civilian",2014-08-24
"civilian",2014-08-24
"civilian",2014-08-24
"civilian",2014-08-24
"civilian",2014-08-24
"civilian",2014-08-23
"civilian",2014-08-23
"civilian",2014-08-23
"civilian",2014-08-23
"civilian",2014-08-23
"civilian",2014-08-23
"civilian",2014-08-22
"civilian",2014-08-22
"civilian",2014-08-22
"civilian",2014-08-20
"civilian",2014-08-20
"civilian",2014-08-20
"civilian",2014-08-19
"civilian",2014-08-19
"civilian",2014-08-19
"civilian",2014-08-19
"civilian",2014-08-19
"civilian",2014-08-19
"civilian",2014-08-18
"civilian",2014-08-18
"civilian",2014-08-18
"civilian",2014-08-18
"civilian",2014-08-17
"civilian",2014-08-17
"civilian",2014-08-16
"civilian",2014-08-15
"civilian",2014-08-14
"civilian",2014-08-14
"civilian",2014-08-14
"civilian",2014-08-14
"civilian",2014-08-13
"civilian",2014-08-13
"civilian",2014-08-13
"civilian",2014-08-13
"civilian",2014-08-13
"civilian",2014-08-13
"civilian",2014-08-13
"civilian",2014-08-13
"civilian",2014-08-12
"civilian",2014-08-12
"civilian",2014-08-12
"civilian",2014-08-12
"civilian",2014-08-12
"civilian",2014-08-11
"civilian",2014-08-11
"civilian",2014-08-11
"civilian",2014-08-11
"civilian",2014-08-11
"civilian",2014-08-11
"civilian",2014-08-11
"civilian",2014-08-11
"civilian",2014-08-10
"civilian",2014-08-10
"civilian",2014-08-10
"civilian",2014-08-10
"civilian",2014-08-10
"civilian",2014-08-09
"civilian",2014-08-09
"civilian",2014-08-09
"civilian",2014-08-09
"civilian",2014-08-09
"civilian",2014-08-09
"civilian",2014-08-08
"civilian",2014-08-08
"civilian",2014-08-08
"civilian",2014-08-08
"civilian",2014-08-07
"civilian",2014-08-07
"civilian",2014-08-06
"civilian",2014-08-06
"civilian",2014-08-05
"civilian",2014-08-05
"civilian",2014-08-05
"civilian",2014-08-05
"civilian",2014-08-05
"civilian",2014-08-05
"civilian",2014-08-05
"civilian",2014-08-04
"civilian",2014-08-04
"civilian",2014-08-03
"civilian",2014-08-03
"civilian",2014-08-03
"civilian",2014-08-03
"civilian",2014-08-03
"civilian",2014-08-03
"civilian",2014-08-03
"civilian",2014-08-02
"civilian",2014-08-02
"civilian",2014-08-02
"civilian",2014-08-02
"civilian",2014-08-02
"civilian",2014-08-01
"civilian",2014-08-01
"civilian",2014-08-01
"civilian",2014-08-01
"civilian",2014-08-01
"civilian",2014-07-31
"civilian",2014-07-30
"civilian",2014-07-30
"civilian",2014-07-30
"civilian",2014-07-30
"civilian",2014-07-29
"civilian",2014-07-29
"civilian",2014-07-29
"civilian",2014-07-29
"civilian",2014-07-29
"civilian",2014-07-29
"civilian",2014-07-28
"civilian",2014-07-28
"civilian",2014-07-28
"civilian",2014-07-27
"civilian",2014-07-27
"civilian",2014-07-27
"civilian",2014-07-27
"civilian",2014-07-26
"civilian",2014-07-26
"civilian",2014-07-25
"civilian",2014-07-25
"civilian",2014-07-25
"civilian",2014-07-24
"civilian",2014-07-23
"civilian",2014-07-23
"civilian",2014-07-22
"civilian",2014-07-22
"civilian",2014-07-22
"civilian",2014-07-22
"civilian",2014-07-22
"civilian",2014-07-21
"civilian",2014-07-20
"civilian",2014-07-20
"civilian",2014-07-19
"civilian",2014-07-18
"civilian",2014-07-18
"civilian",2014-07-18
"civilian",2014-07-17
"civilian",2014-07-17
"civilian",2014-07-17
"civilian",2014-07-17
"civilian",2014-07-16
"civilian",2014-07-16
"civilian",2014-07-16
"civilian",2014-07-16
"civilian",2014-07-15
"civilian",2014-07-14
"civilian",2014-07-14
"civilian",2014-07-14
"civilian",2014-07-13
"civilian",2014-07-13
"civilian",2014-07-13
"civilian",2014-07-13
"civilian",2014-07-13
"civilian",2014-07-13
"civilian",2014-07-12
"civilian",2014-07-12
"civilian",2014-07-12
"civilian",2014-07-11
"civilian",2014-07-11
"civilian",2014-07-11
"civilian",2014-07-10
"civilian",2014-07-10
"civilian",2014-07-10
"civilian",2014-07-09
"civilian",2014-07-09
"civilian",2014-07-09
"civilian",2014-07-09
"civilian",2014-07-09
"civilian",2014-07-08
"civilian",2014-07-08
"civilian",2014-07-07
"civilian",2014-07-06
"civilian",2014-07-06
"civilian",2014-07-05
"civilian",2014-07-05
"civilian",2014-07-05
"civilian",2014-07-05
"civilian",2014-07-05
"civilian",2014-07-05
"civilian",2014-07-04
"civilian",2014-07-04
"civilian",2014-07-04
"civilian",2014-07-04
"civilian",2014-07-04
"civilian",2014-07-03
"civilian",2014-07-03
"civilian",2014-07-03
"civilian",2014-07-03
"civilian",2014-07-02
"civilian",2014-07-02
"civilian",2014-07-01
"civilian",2014-07-01
"civilian",2014-07-01
"civilian",2014-07-01
"civilian",2014-06-30
"civilian",2014-06-29
"civilian",2014-06-29
"civilian",2014-06-29
"civilian",2014-06-28
"civilian",2014-06-27
"civilian",2014-06-27
"civilian",2014-06-27
"civilian",2014-06-27
"civilian",2014-06-27
"civilian",2014-06-26
"civilian",2014-06-26
"civilian",2014-06-26
"civilian",2014-06-26
"civilian",2014-06-25
"civilian",2014-06-25
"civilian",2014-06-25
"civilian",2014-06-25
"civilian",2014-06-24
"civilian",2014-06-24
"civilian",2014-06-24
"civilian",2014-06-23
"civilian",2014-06-22
"civilian",2014-06-22
"civilian",2014-06-21
"civilian",2014-06-21
"civilian",2014-06-21
"civilian",2014-06-21
"civilian",2014-06-21
"civilian",2014-06-20
"civilian",2014-06-20
"civilian",2014-06-20
"civilian",2014-06-20
"civilian",2014-06-20
"civilian",2014-06-20
"civilian",2014-06-19
"civilian",2014-06-19
"civilian",2014-06-19
"civilian",2014-06-19
"civilian",2014-06-19
"civilian",2014-06-19
"civilian",2014-06-18
"civilian",2014-06-18
"civilian",2014-06-16
"civilian",2014-06-16
"civilian",2014-06-15
"civilian",2014-06-15
"civilian",2014-06-15
"civilian",2014-06-15
"civilian",2014-06-14
"civilian",2014-06-14
"civilian",2014-06-14
"civilian",2014-06-13
"civilian",2014-06-13
"civilian",2014-06-13
"civilian",2014-06-12
"civilian",2014-06-12
"civilian",2014-06-12
"civilian",2014-06-12
"civilian",2014-06-12
"civilian",2014-06-11
"civilian",2014-06-11
"civilian",2014-06-11
"civilian",2014-06-11
"civilian",2014-06-10
"civilian",2014-06-10
"civilian",2014-06-10
"civilian",2014-06-10
"civilian",2014-06-09
"civilian",2014-06-09
"civilian",2014-06-09
"civilian",2014-06-09
"civilian",2014-06-08
"civilian",2014-06-08
"civilian",2014-06-08
"civilian",2014-06-07
"civilian",2014-06-07
"civilian",2014-06-07
"civilian",2014-06-06
"civilian",2014-06-06
"civilian",2014-06-06
"civilian",2014-06-06
"civilian",2014-06-06
"civilian",2014-06-05
"civilian",2014-06-05
"civilian",2014-06-04
"civilian",2014-06-04
"civilian",2014-06-04
"civilian",2014-06-04
"civilian",2014-06-04
"civilian",2014-06-04
"civilian",2014-06-03
"civilian",2014-06-02
"civilian",2014-06-02
"civilian",2014-06-02
"civilian",2014-06-02
"civilian",2014-06-01
"civilian",2014-05-31
"civilian",2014-05-31
"civilian",2014-05-31
"civilian",2014-05-31
"civilian",2014-05-31
"civilian",2014-05-30
"civilian",2014-05-30
"civilian",2014-05-30
"civilian",2014-05-30
"civilian",2014-05-30
"civilian",2014-05-30
"civilian",2014-05-30
"civilian",2014-05-30
"civilian",2014-05-29
"civilian",2014-05-29
"civilian",2014-05-29
"civilian",2014-05-29
"civilian",2014-05-28
"civilian",2014-05-28
"civilian",2014-05-27
"civilian",2014-05-27
"civilian",2014-05-26
"civilian",2014-05-26
"civilian",2014-05-25
"civilian",2014-05-25
"civilian",2014-05-24
"civilian",2014-05-24
"civilian",2014-05-24
"civilian",2014-05-24
"civilian",2014-05-24
"civilian",2014-05-24
"civilian",2014-05-23
"civilian",2014-05-22
"civilian",2014-05-22
"civilian",2014-05-22
"civilian",2014-05-21
"civilian",2014-05-21
"civilian",2014-05-21
"civilian",2014-05-20
"civilian",2014-05-20
"civilian",2014-05-20
"civilian",2014-05-19
"civilian",2014-05-19
"civilian",2014-05-19
"civilian",2014-05-19
"civilian",2014-05-19
"civilian",2014-05-18
"civilian",2014-05-18
"civilian",2014-05-18
"civilian",2014-05-18
"civilian",2014-05-18
"civilian",2014-05-17
"civilian",2014-05-17
"civilian",2014-05-16
"civilian",2014-05-16
"civilian",2014-05-16
"civilian",2014-05-16
"civilian",2014-05-16
"civilian",2014-05-16
"civilian",2014-05-16
"civilian",2014-05-15
"civilian",2014-05-15
"civilian",2014-05-15
"civilian",2014-05-14
"civilian",2014-05-13
"civilian",2014-05-13
"civilian",2014-05-13
"civilian",2014-05-12
"civilian",2014-05-12
"civilian",2014-05-12
"civilian",2014-05-12
"civilian",2014-05-11
"civilian",2014-05-11
"civilian",2014-05-11
"civilian",2014-05-11
"civilian",2014-05-11
"civilian",2014-05-11
"civilian",2014-05-11
"civilian",2014-05-11
"civilian",2014-05-10
"civilian",2014-05-10
"civilian",2014-05-10
"civilian",2014-05-10
"civilian",2014-05-10
"civilian",2014-05-09
"civilian",2014-05-09
"civilian",2014-05-09
"civilian",2014-05-08
"civilian",2014-05-08
"civilian",2014-05-08
"civilian",2014-05-08
"civilian",2014-05-08
"civilian",2014-05-08
"civilian",2014-05-07
"civilian",2014-05-07
"civilian",2014-05-07
"civilian",2014-05-06
"civilian",2014-05-06
"civilian",2014-05-06
"civilian",2014-05-05
"civilian",2014-05-05
"civilian",2014-05-04
"civilian",2014-05-04
"civilian",2014-05-04
"civilian",2014-05-03
"civilian",2014-05-03
"civilian",2014-05-02
"civilian",2014-05-02
"civilian",2014-05-02
"civilian",2014-05-01
"civilian",2014-04-30
"civilian",2014-04-30
"civilian",2014-04-29
"civilian",2014-04-29
"civilian",2014-04-29
"civilian",2014-04-29
"civilian",2014-04-29
"civilian",2014-04-29
"civilian",2014-04-28
"civilian",2014-04-28
"civilian",2014-04-27
"civilian",2014-04-27
"civilian",2014-04-26
"civilian",2014-04-26
"civilian",2014-04-25
"civilian",2014-04-25
"civilian",2014-04-25
"civilian",2014-04-25
"civilian",2014-04-24
"civilian",2014-04-24
"civilian",2014-04-24
"civilian",2014-04-24
"civilian",2014-04-23
"civilian",2014-04-23
"civilian",2014-04-23
"civilian",2014-04-22
"civilian",2014-04-22
"civilian",2014-04-22
"civilian",2014-04-21
"civilian",2014-04-21
"civilian",2014-04-21
"civilian",2014-04-21
"civilian",2014-04-21
"civilian",2014-04-21
"civilian",2014-04-20
"civilian",2014-04-20
"civilian",2014-04-20
"civilian",2014-04-20
"civilian",2014-04-20
"civilian",2014-04-20
"civilian",2014-04-19
"civilian",2014-04-19
"civilian",2014-04-18
"civilian",2014-04-18
"civilian",2014-04-17
"civilian",2014-04-17
"civilian",2014-04-17
"civilian",2014-04-17
"civilian",2014-04-16
"civilian",2014-04-16
"civilian",2014-04-16
"civilian",2014-04-16
"civilian",2014-04-15
"civilian",2014-04-14
"civilian",2014-04-14
"civilian",2014-04-14
"civilian",2014-04-13
"civilian",2014-04-13
"civilian",2014-04-13
"civilian",2014-04-13
"civilian",2014-04-13
"civilian",2014-04-13
"civilian",2014-04-13
"civilian",2014-04-13
"civilian",2014-04-12
"civilian",2014-04-12
"civilian",2014-04-12
"civilian",2014-04-12
"civilian",2014-04-11
"civilian",2014-04-11
"civilian",2014-04-11
"civilian",2014-04-11
"civilian",2014-04-11
"civilian",2014-04-11
"civilian",2014-04-11
"civilian",2014-04-10
"civilian",2014-04-10
"civilian",2014-04-10
"civilian",2014-04-09
"civilian",2014-04-08
"civilian",2014-04-08
"civilian",2014-04-08
"civilian",2014-04-07
"civilian",2014-04-07
"civilian",2014-04-07
"civilian",2014-04-07
"civilian",2014-04-07
"civilian",2014-04-06
"civilian",2014-04-06
"civilian",2014-04-06
"civilian",2014-04-06
"civilian",NA
"civilian",2014-04-05
"civilian",2014-04-04
"civilian",2014-04-04
"civilian",2014-04-04
"civilian",2014-04-04
"civilian",2014-04-03
"civilian",2014-04-03
"civilian",2014-04-03
"civilian",2014-04-03
"civilian",2014-04-02
"civilian",2014-04-02
"civilian",2014-04-02
"civilian",2014-04-02
"civilian",2014-04-01
"civilian",2014-03-31
"civilian",2014-03-31
"civilian",2014-03-31
"civilian",2014-03-30
"civilian",2014-03-29
"civilian",2014-03-28
"civilian",2014-03-28
"civilian",2014-03-28
"civilian",2014-03-28
"civilian",2014-03-28
"civilian",2014-03-27
"civilian",2014-03-27
"civilian",2014-03-27
"civilian",2014-03-27
"civilian",2014-03-26
"civilian",2014-03-26
"civilian",2014-03-25
"civilian",2014-03-25
"civilian",2014-03-25
"civilian",2014-03-25
"civilian",2014-03-25
"civilian",2014-03-25
"civilian",2014-03-25
"civilian",2014-03-24
"civilian",2014-03-23
"civilian",2014-03-23
"civilian",2014-03-22
"civilian",2014-03-22
"civilian",2014-03-21
"civilian",2014-03-21
"civilian",2014-03-21
"civilian",2014-03-21
"civilian",2014-03-21
"civilian",2014-03-21
"civilian",2014-03-21
"civilian",2014-03-20
"civilian",2014-03-20
"civilian",2014-03-20
"civilian",2014-03-20
"civilian",2014-03-19
"civilian",2014-03-19
"civilian",2014-03-18
"civilian",2014-03-18
"civilian",2014-03-18
"civilian",2014-03-18
"civilian",2014-03-17
"civilian",2014-03-17
"civilian",2014-03-17
"civilian",2014-03-16
"civilian",2014-03-16
"civilian",2014-03-16
"civilian",2014-03-16
"civilian",2014-03-16
"civilian",2014-03-14
"civilian",2014-03-14
"civilian",2014-03-13
"civilian",2014-03-13
"civilian",2014-03-12
"civilian",2014-03-12
"civilian",2014-03-12
"civilian",2014-03-11
"civilian",2014-03-11
"civilian",2014-03-10
"civilian",2014-03-10
"civilian",2014-03-10
"civilian",2014-03-10
"civilian",2014-03-10
"civilian",2014-03-10
"civilian",2014-03-09
"civilian",2014-03-09
"civilian",2014-03-09
"civilian",2014-03-09
"civilian",2014-03-09
"civilian",2014-03-09
"civilian",2014-03-08
"civilian",2014-03-08
"civilian",2014-03-08
"civilian",2014-03-07
"civilian",2014-03-07
"civilian",2014-03-06
"civilian",2014-03-06
"civilian",2014-03-06
"civilian",2014-03-06
"civilian",2014-03-06
"civilian",2014-03-05
"civilian",2014-03-05
"civilian",2014-03-05
"civilian",2014-03-05
"civilian",2014-03-05
"civilian",2014-03-05
"civilian",2014-03-04
"civilian",2014-03-04
"civilian",2014-03-04
"civilian",2014-03-04
"civilian",2014-03-04
"civilian",2014-03-03
"civilian",2014-03-03
"civilian",2014-03-03
"civilian",2014-03-02
"civilian",2014-03-02
"civilian",2014-03-02
"civilian",2014-03-01
"civilian",2014-03-01
"civilian",2014-02-28
"civilian",2014-02-28
"civilian",2014-02-28
"civilian",2014-02-27
"civilian",2014-02-27
"civilian",2014-02-26
"civilian",2014-02-26
"civilian",2014-02-26
"civilian",2014-02-26
"civilian",2014-02-26
"civilian",2014-02-25
"civilian",2014-02-25
"civilian",2014-02-25
"civilian",2014-02-24
"civilian",2014-02-24
"civilian",2014-02-23
"civilian",2014-02-22
"civilian",2014-02-21
"civilian",2014-02-20
"civilian",2014-02-18
"civilian",2014-02-18
"civilian",2014-02-18
"civilian",2014-02-17
"civilian",2014-02-17
"civilian",2014-02-16
"civilian",2014-02-16
"civilian",2014-02-16
"civilian",2014-02-16
"civilian",2014-02-16
"civilian",2014-02-16
"civilian",2014-02-15
"civilian",2014-02-15
"civilian",2014-02-15
"civilian",2014-02-15
"civilian",2014-02-14
"civilian",2014-02-14
"civilian",2014-02-13
"civilian",2014-02-13
"civilian",2014-02-13
"civilian",2014-02-12
"civilian",2014-02-12
"civilian",2014-02-11
"civilian",2014-02-11
"civilian",2014-02-10
"civilian",2014-02-10
"civilian",2014-02-10
"civilian",2014-02-10
"civilian",2014-02-10
"civilian",2014-02-10
"civilian",2014-02-09
"civilian",2014-02-07
"civilian",2014-02-07
"civilian",2014-02-07
"civilian",2014-02-07
"civilian",2014-02-07
"civilian",2014-02-06
"civilian",2014-02-05
"civilian",2014-02-05
"civilian",2014-02-05
"civilian",2014-02-04
"civilian",2014-02-04
"civilian",2014-02-04
"civilian",2014-02-04
"civilian",2014-02-04
"civilian",2014-02-03
"civilian",2014-02-01
"civilian",2014-02-01
"civilian",2014-02-01
"civilian",2014-01-31
"civilian",2014-01-31
"civilian",2014-01-31
"civilian",2014-01-30
"civilian",2014-01-30
"civilian",2014-01-29
"civilian",2014-01-29
"civilian",2014-01-29
"civilian",2014-01-29
"civilian",2014-01-28
"civilian",2014-01-28
"civilian",2014-01-28
"civilian",2014-01-28
"civilian",2014-01-27
"civilian",2014-01-27
"civilian",2014-01-27
"civilian",2014-01-26
"civilian",2014-01-26
"civilian",2014-01-25
"civilian",2014-01-25
"civilian",2014-01-24
"civilian",2014-01-24
"civilian",2014-01-24
"civilian",2014-01-23
"civilian",2014-01-22
"civilian",2014-01-21
"civilian",2014-01-21
"civilian",2014-01-21
"civilian",2014-01-21
"civilian",2014-01-21
"civilian",2014-01-20
"civilian",2014-01-20
"civilian",2014-01-20
"civilian",2014-01-19
"civilian",2014-01-18
"civilian",2014-01-17
"civilian",2014-01-16
"civilian",2014-01-16
"civilian",2014-01-16
"civilian",2014-01-16
"civilian",2014-01-16
"civilian",2014-01-16
"civilian",2014-01-16
"civilian",2014-01-15
"civilian",2014-01-15
"civilian",2014-01-14
"civilian",2014-01-14
